gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000152518.7	ZFP36L2	2.01E-05	10	1	7.35E-06	mashr_Brain_Hippocampus	0.264326803	mashr_Pituitary	6.985284844	2.23E-17	6.985284844	1.116222739	4.483348192	3.440603197	1.219355562	1	0
ENSG00000241106.6	HLA-DOB	2.08E-05	11	1	2.58E-06	mashr_Brain_Caudate_basal_ganglia	0.001627221	mashr_Pituitary	10.10467414	0.000197455	10.10467414	-4.70208924	-3.150982743	-4.076466745	0.481243328	1	0
ENSG00000021355.12	SERPINB1	2.09E-05	10	1	9.55E-06	mashr_Brain_Substantia_nigra	0.00090416	mashr_Brain_Nucleus_accumbens_basal_ganglia	8.524637388	3.79E-17	8.524637388	3.318766408	4.427060424	3.922896368	0.377950401	1	0
ENSG00000107679.14	PLEKHA1	2.10E-05	10	1	5.17E-06	mashr_Brain_Substantia_nigra	0.160237208	mashr_Pituitary	5.044109903	3.93E-17	5.044109903	-3.93173942	4.557744217	2.154574489	2.388691676	1	0
ENSG00000106290.14	TAF6	2.16E-05	8	1	7.86E-07	mashr_Brain_Cortex	0.803885167	mashr_Brain_Caudate_basal_ganglia	6.324870156	7.85E-17	6.324870156	0.248322144	4.938775539	3.720618096	1.465855494	1	0
ENSG00000204520.12	MICA	2.16E-05	11	1	7.85E-06	mashr_Brain_Cortex	0.005183912	mashr_Spleen	7.834274397	1.03E-16	7.834274397	-4.469133514	-2.79537766	-3.588984343	0.589172675	1	0
ENSG00000151006.7	PRSS53	2.43E-05	5	1	6.25E-06	mashr_Brain_Substantia_nigra	0.415055764	mashr_Brain_Amygdala	3.792021113	7.82E-19	3.792021113	0.815028906	4.517647266	3.432101517	1.632003619	1	0
ENSG00000099377.13	HSD3B7	2.43E-05	5	1	5.19E-05	mashr_Pituitary	0.000169324	mashr_Brain_Cortex	4.275626558	7.40E-17	4.275626558	-4.047059059	-3.760869503	-3.935703468	0.152579656	1	0
ENSG00000071189.21	SNX13	2.54E-05	4	1	1.37E-05	mashr_Brain_Hippocampus	0.000278902	mashr_Brain_Nucleus_accumbens_basal_ganglia	3.594319201	4.28E-17	3.594319201	-4.349397659	-3.634146452	-3.991772056	0.412950477	1	0
ENSG00000123636.17	BAZ2B	2.61E-05	11	1	2.71E-06	mashr_Brain_Hypothalamus	0.005828869	mashr_Brain_Anterior_cingulate_cortex_BA24	7.18453056	2.69E-17	7.18453056	-4.691761087	-2.757256031	-3.53709191	0.911776709	1	0
ENSG00000169900.7	PYDC1	2.76E-05	9	1	2.76E-05	mashr_Brain_Hypothalamus	2.76E-05	mashr_Brain_Nucleus_accumbens_basal_ganglia	9	2.58E-32	9	-4.192770958	-4.192770958	-4.192770958	5.44E-16	1	0
ENSG00000197062.11	ZSCAN26	2.86E-05	11	1	2.31E-07	mashr_Brain_Hypothalamus	0.001708373	mashr_Brain_Nucleus_accumbens_basal_ganglia	10.41439629	4.62E-17	10.41439629	-5.172576058	-3.136740346	-4.075956928	0.648635275	1	0
ENSG00000104859.14	CLASRP	3.13E-05	1	1	3.13E-05	mashr_Brain_Caudate_basal_ganglia	3.13E-05	mashr_Brain_Caudate_basal_ganglia	1	1	1	4.163793087	4.163793087	4.163793087	NA	1	0
ENSG00000103550.13	KNOP1	3.38E-05	11	1	2.52E-05	mashr_Brain_Amygdala	0.000146646	mashr_Brain_Putamen_basal_ganglia	10.8886654	2.32E-17	10.8886654	-4.212963104	-3.796680839	-4.124440099	0.142578229	1	0
ENSG00000185324.21	CDK10	3.38E-05	11	1	1.06E-05	mashr_Brain_Putamen_basal_ganglia	0.009928392	mashr_Brain_Nucleus_accumbens_basal_ganglia	9.085711947	5.93E-05	9.085711947	2.578313351	4.404241079	3.744296387	0.507113335	1	0
ENSG00000196821.9	C6orf106	3.40E-05	11	1	2.77E-05	mashr_Spleen	0.626289153	mashr_Brain_Hypothalamus	8.010381687	9.67E-18	8.010381687	-4.191919327	-0.486956507	-3.34652814	1.27973884	1	0
ENSG00000204709.4	LINC01556	3.61E-05	7	1	3.56E-05	mashr_Brain_Caudate_basal_ganglia	3.72E-05	mashr_Brain_Amygdala	6.999905829	1.64E-18	6.999905829	4.124189023	4.134146214	4.131371156	0.004741414	1	0
ENSG00000164823.9	OSGIN2	3.79E-05	10	1	1.91E-05	mashr_Brain_Amygdala	0.975930769	mashr_Pituitary	5.435071502	4.54E-17	5.435071502	-0.030170884	4.274725437	2.446059187	1.953193767	1	0
ENSG00000214160.9	ALG3	3.91E-05	5	1	6.59E-05	mashr_Brain_Substantia_nigra	0.023157074	mashr_Pituitary	3.865231947	3.61E-17	3.865231947	-3.990566015	-2.270833254	-3.575684118	0.731228023	1	0
ENSG00000104892.16	KLC3	4.08E-05	11	1	8.81E-07	mashr_Pituitary	0.007191176	mashr_Brain_Nucleus_accumbens_basal_ganglia	10.03805586	2.97E-18	10.03805586	-4.916459404	4.561797619	-3.099159557	2.630019494	1	0
ENSG00000196666.4	FAM180B	4.11E-05	11	1	7.34E-05	mashr_Brain_Caudate_basal_ganglia	0.498139915	mashr_Spleen	5.582487365	1.85E-17	5.582487365	-3.965116262	0.677419364	-2.087594294	2.216816515	1	0
ENSG00000174564.12	IL20RB	4.25E-05	9	1	0.0001252	mashr_Brain_Caudate_basal_ganglia	0.101961739	mashr_Brain_Hypothalamus	6.056537648	4.08E-17	6.056537648	1.635416627	3.83571434	3.308697131	0.703395019	1	0
ENSG00000166526.16	ZNF3	4.35E-05	5	1	5.60E-05	mashr_Brain_Caudate_basal_ganglia	0.714610115	mashr_Brain_Anterior_cingulate_cortex_BA24	3.021002776	5.58E-17	3.021002776	0.365671635	4.028901577	2.885411978	1.665924901	1	0
ENSG00000161640.15	SIGLEC11	4.55E-05	7	1	4.86E-06	mashr_Spleen	0.000295754	mashr_Brain_Cortex	6.845015918	6.92E-18	6.845015918	3.618990796	4.570616593	4.035114926	0.380366782	1	0
ENSG00000101307.15	SIRPB1	4.74E-05	11	1	1.57E-05	mashr_Brain_Substantia_nigra	0.230139322	mashr_Brain_Hippocampus	7.315567331	3.95E-18	7.315567331	-4.318119381	-1.200000048	-3.074685928	1.480210934	1	0
ENSG00000180198.15	RCC1	4.85E-05	11	1	0.000194451	mashr_Brain_Putamen_basal_ganglia	0.16917125	mashr_Brain_Hippocampus	4.628052855	8.71E-18	4.628052855	-1.374871619	3.72611902	2.347912388	1.501539156	1	0
ENSG00000109919.9	MTCH2	5.11E-05	8	1	5.73E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	7.70E-05	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.857352767	1.27E-17	7.857352767	-4.02352953	-3.95348835	-4.014774382	0.024763297	1	0
ENSG00000186815.12	TPCN1	5.12E-05	11	1	3.65E-06	mashr_Spleen	0.505614902	mashr_Brain_Hypothalamus	7.502255448	3.38E-18	7.502255448	-4.610389709	4.630397659	-2.093656076	2.990844607	1	0
ENSG00000107815.7	TWNK	5.70E-05	11	1	9.70E-05	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.094616472	mashr_Pituitary	5.752596437	3.01E-17	5.752596437	-3.897972711	1.671532869	-2.219415137	2.064903673	1	0
ENSG00000166578.9	IQCD	5.86E-05	10	1	1.59E-05	mashr_Brain_Putamen_basal_ganglia	0.554581353	mashr_Brain_Hypothalamus	6.201117441	2.63E-17	6.201117441	-0.590909064	4.316062953	2.769510013	1.703574159	1	0
ENSG00000166128.12	RAB8B	5.93E-05	8	1	5.31E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	0.188779124	mashr_Pituitary	5.776193509	2.75E-17	5.776193509	-4.04157886	-1.314199358	-3.545424105	0.911252378	1	0
ENSG00000177238.13	TRIM72	6.00E-05	10	1	1.21E-05	mashr_Brain_Caudate_basal_ganglia	0.313226681	mashr_Brain_Hippocampus	6.236574202	3.08E-17	6.236574202	-1.008474588	4.375971445	2.411016691	2.375768333	1	0
ENSG00000031081.10	ARHGAP31	6.10E-05	4	1	0.000224254	mashr_Brain_Hippocampus	0.518674422	mashr_Brain_Anterior_cingulate_cortex_BA24	2.251599498	1.09E-17	2.251599498	-3.024096489	3.690000057	1.25032343	3.190645393	1	0
ENSG00000174628.16	IQCK	6.43E-05	4	1	2.83E-05	mashr_Brain_Hippocampus	0.807400367	mashr_Brain_Cortex	3.141953245	6.22E-17	3.141953245	-4.186915874	4.186915874	-0.985783696	4.03167231	1	0
ENSG00000204574.12	ABCF1	6.59E-05	9	1	1.37E-05	mashr_Brain_Caudate_basal_ganglia	0.710780119	mashr_Brain_Putamen_basal_ganglia	7.377193051	9.92E-17	7.377193051	0.370808568	4.348837376	3.371088385	1.691538408	1	0
ENSG00000120915.13	EPHX2	6.86E-05	11	1	2.86E-08	mashr_Pituitary	0.922905721	mashr_Brain_Hippocampus	9.736048332	6.14E-18	9.736048332	-0.096774191	5.549994919	3.704791518	1.623177189	1	0
ENSG00000143786.7	CNIH3	6.91E-05	2	1	6.91E-05	mashr_Brain_Amygdala	6.91E-05	mashr_Brain_Amygdala	2	3.35E-17	2	-3.979381561	3.979381561	0	5.627695374	1	0
ENSG00000169756.16	LIMS1	6.97E-05	10	1	6.02E-05	mashr_Brain_Hippocampus	0.64556625	mashr_Spleen	3.094078577	1.21E-17	3.094078577	-4.011904716	1.451389243	-1.391174854	2.212555162	1	0
ENSG00000124602.9	UNC5CL	7.20E-05	10	1	0.000157415	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.000448107	mashr_Brain_Substantia_nigra	8.117023099	1.55E-17	8.117023099	-3.779069662	3.72277236	-0.070126982	3.819821922	1	0
ENSG00000007047.14	MARK4	7.20E-05	10	1	7.20E-05	mashr_Brain_Amygdala	7.20E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	10	4.33E-17	10	3.96955514	3.96955514	3.96955514	6.62E-16	1	0
ENSG00000108788.11	MLX	7.26E-05	5	1	0.000154867	mashr_Brain_Hippocampus	0.000442206	mashr_Spleen	4.358599143	2.39E-34	4.358599143	-3.783132553	3.513522778	-2.323801487	3.263163466	1	0
ENSG00000186710.11	CFAP73	7.45E-05	11	1	7.45E-05	mashr_Brain_Amygdala	7.45E-05	mashr_Brain_Caudate_basal_ganglia	11	2.44E-17	11	-3.961538553	-3.961538553	-3.961538553	4.44E-16	1	0
ENSG00000102870.5	ZNF629	7.60E-05	11	1	7.60E-05	mashr_Brain_Cortex	7.60E-05	mashr_Brain_Substantia_nigra	11	2.24E-17	11	3.956521749	3.956521749	3.956521749	5.62E-16	1	0
ENSG00000142252.10	GEMIN7	8.02E-05	11	1	2.21E-06	mashr_Spleen	0.000860099	mashr_Brain_Hypothalamus	10.41840097	1.37E-17	10.41840097	3.332692588	4.733268353	3.878801758	0.430792335	1	0
ENSG00000122359.17	ANXA11	8.58E-05	11	1	2.67E-05	mashr_Brain_Amygdala	0.210623872	mashr_Pituitary	7.889943619	2.64E-17	7.889943619	-1.251851797	4.199999809	3.03182237	1.530411956	1	0
ENSG00000189266.11	PNRC2	9.09E-05	9	1	5.82E-05	mashr_Pituitary	0.978796263	mashr_Brain_Hypothalamus	5.495014098	7.55E-18	5.495014098	-4.020187831	4	1.448130475	2.88726769	1	0
ENSG00000131470.14	PSMC3IP	9.84E-05	5	1	0.000140718	mashr_Spleen	0.000684773	mashr_Pituitary	4.160455664	1.92E-17	4.160455664	-3.795180798	3.806902502	-0.679510432	3.913775184	1	0
ENSG00000055950.16	MRPL43	9.90E-05	11	1	0.000100518	mashr_Pituitary	0.001011328	mashr_Brain_Anterior_cingulate_cortex_BA24	9.997858074	2.06E-17	9.997858074	3.287356377	3.889338306	3.710501255	0.214898574	1	0
ENSG00000093167.17	LRRFIP2	9.91E-05	11	1	0.000104785	mashr_Brain_Cortex	0.011977026	mashr_Spleen	9.831931485	2.79E-17	9.831931485	-2.512820482	3.87923524	3.238999845	1.90936424	1	0
ENSG00000109805.9	NCAPG	0.000100242	9	1	1.11E-05	mashr_Brain_Hypothalamus	0.40741464	mashr_Spleen	6.483797519	6.07E-18	6.483797519	0.828451872	4.394823504	3.236852258	1.034546966	1	0
ENSG00000198400.11	NTRK1	0.000100347	11	1	5.31E-05	mashr_Pituitary	0.990613339	mashr_Brain_Nucleus_accumbens_basal_ganglia	9.1983935	9.07E-18	9.1983935	0.011764706	4.041731268	3.400671552	1.136542381	1	0
ENSG00000118007.12	STAG1	0.000111691	11	1	8.02E-05	mashr_Spleen	0.040114862	mashr_Brain_Hippocampus	10.11232939	2.99E-17	10.11232939	-3.943920485	-2.052564209	-3.676490273	0.541448352	1	0
ENSG00000131323.14	TRAF3	0.000112926	10	1	0.000128525	mashr_Brain_Caudate_basal_ganglia	0.170883838	mashr_Brain_Cortex	8.412988943	5.59E-19	8.412988943	-3.829268217	-1.369369388	-3.470861757	0.810412734	1	0
ENSG00000103365.15	GGA2	0.000117558	10	1	7.83E-06	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.377230497	mashr_Brain_Anterior_cingulate_cortex_BA24	5.883806522	1.05E-16	5.883806522	-4.469717664	3.82774486	-1.291784899	3.092194952	1	0
ENSG00000225940.5	C5orf67	0.000133192	3	1	5.76E-05	mashr_Brain_Caudate_basal_ganglia	0.798331843	mashr_Spleen	1.908750431	0.101474697	1.908750431	0.255506605	4.022387981	2.574682822	2.029025672	1	0
ENSG00000198108.3	CHSY3	0.00013652	7	1	0.000199439	mashr_Spleen	0.075563796	mashr_Brain_Amygdala	4.918929662	3.72E-17	4.918929662	1.777027011	3.719726348	3.090791226	0.891858196	1	0
ENSG00000174886.12	NDUFA11	0.000137608	7	1	1.17E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	0.486646675	mashr_Brain_Amygdala	3.690959359	6.73E-17	3.690959359	-2.4247787	4.383999825	1.487644772	2.97042338	1	0
ENSG00000100124.14	ANKRD54	0.000141564	4	1	7.49E-05	mashr_Spleen	0.247578914	mashr_Brain_Putamen_basal_ganglia	2.981826502	1.54E-16	2.981826502	-3.960127657	1.15625	-2.552385705	2.475813608	1	0
ENSG00000146830.9	GIGYF1	0.000150829	11	1	8.66E-05	mashr_Brain_Hypothalamus	0.015260277	mashr_Brain_Cortex	9.937041572	1.45E-16	9.937041572	-3.925373077	-2.426142498	-3.594400538	0.435696695	1	0
ENSG00000099381.17	SETD1A	0.000151721	8	1	0.000151721	mashr_Brain_Anterior_cingulate_cortex_BA24	0.000151721	mashr_Brain_Hypothalamus	8	3.19E-17	8	-3.788235188	-3.788235188	-3.788235188	3.36E-16	1	0
ENSG00000146648.17	EGFR	0.00015583	10	1	2.45E-05	mashr_Brain_Putamen_basal_ganglia	0.874427148	mashr_Brain_Cortex	3.401597594	1.63E-16	3.401597594	-2.418803453	4.219511986	0.547097262	2.787039631	1	0
ENSG00000198517.9	MAFK	0.000172742	2	1	5.71E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	0.001814223	mashr_Pituitary	1.808700966	0.191299034	1.808700966	3.119070868	4.024390221	3.571730544	0.640157454	1	0
ENSG00000172247.3	C1QTNF4	0.000174841	11	1	4.24E-05	mashr_Brain_Substantia_nigra	0.850956544	mashr_Brain_Anterior_cingulate_cortex_BA24	8.846594031	8.59E-17	8.846594031	-1.400077278	4.094117641	2.976344937	1.923493398	1	0
ENSG00000163257.10	DCAF16	0.000176004	11	1	1.89E-05	mashr_Pituitary	0.00105413	mashr_Brain_Hippocampus	10.23978388	4.60E-17	10.23978388	-4.278025512	-3.275666487	-3.631556505	0.37697625	1	0
ENSG00000176125.4	UFSP1	0.000176205	11	1	8.77E-05	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.367023997	mashr_Brain_Substantia_nigra	8.218879074	8.80E-17	8.218879074	0.90206188	3.922257062	3.158036948	0.883240468	1	0
ENSG00000160862.12	AZGP1	0.000176786	10	1	0.000178945	mashr_Brain_Hippocampus	0.000845815	mashr_Brain_Nucleus_accumbens_basal_ganglia	9.657466681	3.29E-17	9.657466681	-3.747023399	-3.337349415	-3.683093625	0.141254751	1	0
ENSG00000127415.12	IDUA	0.00017848	11	1	2.53E-07	mashr_Brain_Caudate_basal_ganglia	0.844195167	mashr_Brain_Hypothalamus	6.466313139	6.40E-17	6.466313139	-5.155339718	4.333333492	1.707897299	2.813046791	1	0
ENSG00000103490.13	PYCARD	0.000185021	6	1	0.000185021	mashr_Brain_Anterior_cingulate_cortex_BA24	0.000185021	mashr_Brain_Hippocampus	6	5.08E-17	6	-3.738636255	-3.738636255	-3.738636255	4.86E-16	1	0
ENSG00000138346.14	DNA2	0.000199628	11	1	9.66E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	0.000520187	mashr_Brain_Caudate_basal_ganglia	10.61194666	9.65E-18	10.61194666	-3.898921218	-3.470139897	-3.654145507	0.114448409	1	0
ENSG00000182541.17	LIMK2	0.000200705	11	1	0.000158986	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.254306058	mashr_Brain_Substantia_nigra	7.513076874	5.83E-17	7.513076874	-1.215328455	3.776595831	2.744030871	1.585216661	1	0
ENSG00000108389.9	MTMR4	0.000201245	3	1	0.000153268	mashr_Brain_Cortex	0.106557484	mashr_Spleen	2.23196417	3.35E-16	2.23196417	1.613861442	3.785714388	3.061763406	1.253919883	1	0
ENSG00000235109.7	ZSCAN31	0.000209347	11	1	6.07E-07	mashr_Pituitary	0.004175783	mashr_Brain_Nucleus_accumbens_basal_ganglia	10.14562506	9.28E-17	10.14562506	2.864568136	4.988927481	3.575336188	0.795509907	1	0
ENSG00000151151.5	IPMK	0.00020952	11	1	4.91E-05	mashr_Brain_Substantia_nigra	0.680522616	mashr_Brain_Putamen_basal_ganglia	5.489560145	6.65E-19	5.489560145	-3.96100913	4.059902909	0.464412467	2.845330414	1	0
ENSG00000179344.16	HLA-DQB1	0.000211783	5	1	0.000184915	mashr_Brain_Cortex	0.77343953	mashr_Pituitary	3.179168221	0.012521744	3.179168221	0.287878782	3.738780495	2.714560638	1.390784386	1	0
ENSG00000257219.5	RP11-54A9.1	0.000218655	7	1	5.29E-05	mashr_Brain_Substantia_nigra	0.011827773	mashr_Spleen	4.391393565	1.33E-16	4.391393565	-4.042277735	-2.517241478	-3.041715364	0.478468548	1	0
ENSG00000146828.17	SLC12A9	0.000223263	8	1	4.40E-05	mashr_Brain_Caudate_basal_ganglia	0.021866269	mashr_Brain_Hypothalamus	6.543281698	8.38E-17	6.543281698	-4.085365772	-2.292682886	-3.396608521	0.607382935	1	0
ENSG00000162437.14	RAVER2	0.000223656	8	1	0.000887373	mashr_Spleen	0.530064879	mashr_Pituitary	3.350222718	6.91E-17	3.350222718	-3.041604713	3.323996608	-0.315050982	2.765215949	1	0
ENSG00000100226.15	GTPBP1	0.000226496	11	1	0.000428963	mashr_Brain_Putamen_basal_ganglia	0.334373123	mashr_Brain_Hippocampus	6.026448984	6.89E-17	6.026448984	-3.52159247	2.541818142	-1.869492546	2.283911869	1	0
ENSG00000175938.6	ORAI3	0.000227139	1	1	0.000227139	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.000227139	mashr_Brain_Nucleus_accumbens_basal_ganglia	1	1	1	3.686747074	3.686747074	3.686747074	NA	1	0
ENSG00000108091.10	CCDC6	0.000231401	11	1	3.45E-06	mashr_Spleen	0.09834695	mashr_Brain_Anterior_cingulate_cortex_BA24	6.320885166	4.27E-17	6.320885166	-4.641975403	4.447560371	2.270100955	2.424802797	1	0
ENSG00000196236.12	XPNPEP3	0.000243578	11	1	0.00010997	mashr_Brain_Hippocampus	0.001326567	mashr_Brain_Amygdala	10.58387152	3.68E-18	10.58387152	3.210169571	3.867469788	3.604386353	0.161087161	1	0
ENSG00000216588.8	IGSF23	0.000246817	1	1	0.000246817	mashr_Brain_Substantia_nigra	0.000246817	mashr_Brain_Substantia_nigra	1	1	1	-3.665540457	-3.665540457	-3.665540457	NA	1	0
ENSG00000173153.13	ESRRA	0.000253111	1	1	0.000253111	mashr_Brain_Amygdala	0.000253111	mashr_Brain_Amygdala	1	1	1	-3.659090996	-3.659090996	-3.659090996	NA	1	0
ENSG00000099364.16	FBXL19	0.00025466	5	1	0.000265259	mashr_Brain_Cortex	0.448251462	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.016628136	4.06E-17	4.016628136	-3.647058725	-0.758333325	-3.069313645	1.291877273	1	0
ENSG00000165516.10	KLHDC2	0.000255555	11	1	8.93E-05	mashr_Brain_Amygdala	0.037419229	mashr_Brain_Substantia_nigra	10.61076725	1.25E-17	10.61076725	-3.63040096	3.917876672	2.922266636	2.243509936	1	0
ENSG00000127483.17	HP1BP3	0.000255772	4	1	0.000105298	mashr_Brain_Hippocampus	0.360999839	mashr_Spleen	2.851856394	0.010562313	2.851856394	-3.878048897	-0.913461566	-2.866576761	1.389153675	1	0
ENSG00000108509.20	CAMTA2	0.000260659	11	1	9.44E-07	mashr_Pituitary	0.004320488	mashr_Brain_Caudate_basal_ganglia	8.468196716	3.22E-17	8.468196716	-4.367961955	4.902948847	-2.119842132	3.061418659	1	0
ENSG00000035664.11	DAPK2	0.000260841	4	1	0.000275444	mashr_Brain_Caudate_basal_ganglia	0.352250674	mashr_Spleen	3.002028593	6.88E-19	3.002028593	-3.637362719	3.637362719	1.141898826	3.432240453	1	0
ENSG00000213246.6	SUPT4H1	0.000264771	11	1	7.16E-06	mashr_Spleen	0.003051674	mashr_Brain_Substantia_nigra	10.43555984	3.62E-17	10.43555984	2.962484275	4.488755706	3.559428273	0.446097952	1	0
ENSG00000163888.3	CAMK2N2	0.000268706	10	1	1.82E-05	mashr_Pituitary	0.00319368	mashr_Brain_Caudate_basal_ganglia	9.513854845	5.05E-19	9.513854845	-4.286488142	-2.948453665	-3.553281424	0.534336778	1	0
ENSG00000108784.9	NAGLU	0.000281591	8	1	0.000348264	mashr_Brain_Putamen_basal_ganglia	0.383087146	mashr_Spleen	5.55362262	9.56E-19	5.55362262	-3.576470613	-0.872222245	-2.879242812	1.226812371	1	0
ENSG00000138075.11	ABCG5	0.000293331	10	1	0.00038702	mashr_Brain_Amygdala	0.119611803	mashr_Brain_Anterior_cingulate_cortex_BA24	7.82105269	1.54E-21	7.82105269	-3.548780441	3.548780441	2.410428191	2.235016839	1	0
ENSG00000108587.15	GOSR1	0.000295121	10	1	0.000192703	mashr_Brain_Putamen_basal_ganglia	0.001104296	mashr_Brain_Amygdala	9.550646453	2.34E-17	9.550646453	-3.728394985	-3.262511773	-3.537591388	0.113990789	1	0
ENSG00000099840.13	IZUMO4	0.000306007	3	1	0.000101509	mashr_Brain_Hippocampus	0.302072143	mashr_Brain_Anterior_cingulate_cortex_BA24	1.097784517	0.907917929	1.097784517	1.031999946	3.886956453	2.049374342	1.594443378	1	0
ENSG00000204410.14	MSH5	0.000306695	10	1	7.05E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	0.627169753	mashr_Spleen	6.070895645	4.79E-17	6.070895645	-0.485714287	3.974572641	2.834204745	1.336172466	1	0
ENSG00000174529.7	TMEM81	0.000308909	9	1	0.000599549	mashr_Brain_Caudate_basal_ganglia	0.014910029	mashr_Pituitary	6.643160808	1.97E-16	6.643160808	2.434557068	3.431818247	3.096081116	0.326148782	1	0
ENSG00000157450.15	RNF111	0.000315958	3	1	0.000315958	mashr_Brain_Hippocampus	0.000315958	mashr_Brain_Caudate_basal_ganglia	3	6.09E-17	3	-3.60185194	-3.60185194	-3.60185194	5.44E-16	1	0
ENSG00000141744.3	PNMT	0.000321157	10	1	0.000229466	mashr_Brain_Putamen_basal_ganglia	0.57831534	mashr_Brain_Cortex	7.335570196	9.51E-17	7.335570196	-3.096385479	3.684151274	2.180876807	2.316015663	1	0
ENSG00000157423.17	HYDIN	0.000329527	9	1	0.000329527	mashr_Brain_Amygdala	0.000329527	mashr_Brain_Caudate_basal_ganglia	9	1.77E-33	9	3.590909004	3.590909004	3.590909004	4.71E-16	1	0
ENSG00000128604.19	IRF5	0.000330362	10	1	0.000318217	mashr_Brain_Hippocampus	0.911528237	mashr_Brain_Hypothalamus	7.112188628	1.28E-18	7.112188628	-3.599999905	0.111111112	-2.710293934	1.448547233	1	0
ENSG00000261526.2	CTB-31O20.2	0.000348809	3	1	3.72E-06	mashr_Brain_Caudate_basal_ganglia	0.375057739	mashr_Brain_Anterior_cingulate_cortex_BA24	1.873790187	0.137785989	1.873790187	-2.741935492	4.626373768	0.923825861	3.684292371	1	0
ENSG00000140832.9	MARVELD3	0.000349183	8	1	0.000304138	mashr_Spleen	0.482668515	mashr_Pituitary	5.674281903	2.14E-17	5.674281903	0.702017074	3.611749421	2.886522421	0.9558476	1	0
ENSG00000167083.6	GNGT2	0.000369335	10	1	1.83E-05	mashr_Brain_Anterior_cingulate_cortex_BA24	0.078147302	mashr_Brain_Cortex	7.012551048	5.31E-18	7.012551048	1.761538506	4.284473833	2.960312047	1.154530366	1	0
ENSG00000167637.16	ZNF283	0.000376151	9	1	0.000176835	mashr_Brain_Anterior_cingulate_cortex_BA24	0.329160376	mashr_Spleen	7.095353764	1.71E-17	7.095353764	-3.75	0.975806475	-2.856753399	1.497535049	1	0
ENSG00000095539.15	SEMA4G	0.000376824	10	1	0.000109574	mashr_Brain_Hypothalamus	0.857397907	mashr_Brain_Amygdala	4.615105561	4.10E-17	4.615105561	-3.868349724	0.231532093	-1.813574592	1.882681693	1	0
ENSG00000256427.1	RP11-118B22.4	0.000420448	10	1	0.000319004	mashr_Pituitary	0.238867375	mashr_Spleen	6.702196305	2.84E-17	6.702196305	1.177822504	3.599357671	2.829726593	0.683377244	1	0
ENSG00000131023.12	LATS1	0.000421727	11	1	0.000294804	mashr_Brain_Putamen_basal_ganglia	0.001029447	mashr_Pituitary	10.81885301	4.13E-17	10.81885301	-3.619823552	-3.282352924	-3.496221702	0.123478819	1	0
ENSG00000168077.13	SCARA3	0.000424312	7	1	5.57E-09	mashr_Pituitary	0.798476612	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.493685656	1.98E-17	4.493685656	-5.829268456	5.829268456	0.002777967	4.083109522	1	0
ENSG00000274678.1	RP11-2C24.7	0.000429474	8	1	0.000429474	mashr_Brain_Amygdala	0.000429474	mashr_Brain_Anterior_cingulate_cortex_BA24	8	1.34E-32	8	-3.521276712	-3.521276712	-3.521276712	3.36E-16	1	0
ENSG00000167716.18	WDR81	0.000433234	7	1	3.50E-05	mashr_Brain_Caudate_basal_ganglia	0.815796701	mashr_Brain_Hippocampus	3.546992711	2.04E-17	3.546992711	-4.138298035	1.776515126	-1.375138215	2.453929242	1	0
ENSG00000095970.16	TREM2	0.000437229	11	1	0.000437229	mashr_Brain_Amygdala	0.000437229	mashr_Brain_Cortex	11	2.84E-17	11	-3.516528845	-3.516528845	-3.516528845	3.14E-16	1	0
ENSG00000112182.14	BACH2	0.000445371	5	1	0.000445371	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.000445371	mashr_Pituitary	5	1.56E-33	5	-3.511627913	-3.511627913	-3.511627913	4.97E-16	1	0
ENSG00000248714.6	RP11-1079K10.3	0.000445581	6	1	0.001044156	mashr_Brain_Hypothalamus	0.052498329	mashr_Brain_Hippocampus	3.545062499	8.31E-33	3.545062499	-3.0930233	3.278350592	1.101841935	2.917873555	1	0
ENSG00000125744.11	RTN2	0.000457219	11	1	0.000107718	mashr_Spleen	0.926529534	mashr_Brain_Cortex	5.345878838	3.91E-18	5.345878838	-2.276231289	3.872515676	1.528976889	2.237831676	1	0
